x,L,M,S
1609,1.0000,106.0376,0.04124
1610,1.0000,106.0558,0.04125
1611,1.0000,106.0740,0.04125
1612,1.0000,106.0922,0.04126
1613,1.0000,106.1104,0.04126
1614,1.0000,106.1286,0.04127
1615,1.0000,106.1467,0.04127
1616,1.0000,106.1649,0.04127
1617,1.0000,106.1831,0.04128
1618,1.0000,106.2013,0.04128
1619,1.0000,106.2195,0.04129
1620,1.0000,106.2377,0.04129
1621,1.0000,106.2558,0.04130
1622,1.0000,106.2740,0.04130
1623,1.0000,106.2922,0.04130
1624,1.0000,106.3104,0.04131
1625,1.0000,106.3285,0.04131
1626,1.0000,106.3467,0.04132
1627,1.0000,106.3649,0.04132
1628,1.0000,106.3831,0.04132
1629,1.0000,106.4012,0.04133
1630,1.0000,106.4194,0.04133
1631,1.0000,106.4376,0.04134
1632,1.0000,106.4557,0.04134
1633,1.0000,106.4739,0.04135
1634,1.0000,106.4921,0.04135
1635,1.0000,106.5102,0.04135
1636,1.0000,106.5284,0.04136
1637,1.0000,106.5465,0.04136
1638,1.0000,106.5647,0.04137
1639,1.0000,106.5829,0.04137
1640,1.0000,106.6010,0.04138
1641,1.0000,106.6192,0.04138
1642,1.0000,106.6373,0.04138
1643,1.0000,106.6555,0.04139
1644,1.0000,106.6736,0.04139
1645,1.0000,106.6918,0.04140
1646,1.0000,106.7099,0.04140
1647,1.0000,106.7281,0.04141
1648,1.0000,106.7462,0.04141
1649,1.0000,106.7644,0.04141
1650,1.0000,106.7825,0.04142
1651,1.0000,106.8006,0.04142
1652,1.0000,106.8188,0.04143
1653,1.0000,106.8369,0.04143
1654,1.0000,106.8551,0.04144
1655,1.0000,106.8732,0.04144
1656,1.0000,106.8913,0.04144
1657,1.0000,106.9095,0.04145
1658,1.0000,106.9276,0.04145
1659,1.0000,106.9457,0.04146
1660,1.0000,106.9639,0.04146
1661,1.0000,106.9820,0.04147
1662,1.0000,107.0001,0.04147
1663,1.0000,107.0183,0.04147
1664,1.0000,107.0364,0.04148
1665,1.0000,107.0545,0.04148
1666,1.0000,107.0727,0.04149
1667,1.0000,107.0908,0.04149
1668,1.0000,107.1089,0.04149
1669,1.0000,107.1270,0.04150
1670,1.0000,107.1452,0.04150
1671,1.0000,107.1633,0.04151
1672,1.0000,107.1814,0.04151
1673,1.0000,107.1995,0.04152
1674,1.0000,107.2176,0.04152
1675,1.0000,107.2358,0.04152
1676,1.0000,107.2539,0.04153
1677,1.0000,107.2720,0.04153
1678,1.0000,107.2901,0.04154
1679,1.0000,107.3082,0.04154
1680,1.0000,107.3263,0.04154
1681,1.0000,107.3444,0.04155
1682,1.0000,107.3625,0.04155
1683,1.0000,107.3806,0.04156
1684,1.0000,107.3988,0.04156
1685,1.0000,107.4169,0.04157
1686,1.0000,107.4350,0.04157
1687,1.0000,107.4531,0.04157
1688,1.0000,107.4712,0.04158
1689,1.0000,107.4893,0.04158
1690,1.0000,107.5074,0.04159
1691,1.0000,107.5255,0.04159
1692,1.0000,107.5436,0.04160
1693,1.0000,107.5617,0.04160
1694,1.0000,107.5798,0.04160
1695,1.0000,107.5979,0.04161
1696,1.0000,107.6160,0.04161
1697,1.0000,107.6341,0.04162
1698,1.0000,107.6522,0.04162
1699,1.0000,107.6702,0.04162
1700,1.0000,107.6883,0.04163
1701,1.0000,107.7064,0.04163
1702,1.0000,107.7245,0.04164
1703,1.0000,107.7426,0.04164
1704,1.0000,107.7607,0.04165
1705,1.0000,107.7788,0.04165
1706,1.0000,107.7969,0.04165
1707,1.0000,107.8149,0.04166
1708,1.0000,107.8330,0.04166
1709,1.0000,107.8511,0.04167
1710,1.0000,107.8692,0.04167
1711,1.0000,107.8873,0.04167
1712,1.0000,107.9053,0.04168
1713,1.0000,107.9234,0.04168
1714,1.0000,107.9415,0.04169
1715,1.0000,107.9596,0.04169
1716,1.0000,107.9777,0.04169
1717,1.0000,107.9957,0.04170
1718,1.0000,108.0138,0.04170
1719,1.0000,108.0319,0.04171
1720,1.0000,108.0499,0.04171
1721,1.0000,108.0680,0.04172
1722,1.0000,108.0861,0.04172
1723,1.0000,108.1041,0.04172
1724,1.0000,108.1222,0.04173
1725,1.0000,108.1403,0.04173
1726,1.0000,108.1583,0.04174
1727,1.0000,108.1764,0.04174
1728,1.0000,108.1945,0.04174
1729,1.0000,108.2125,0.04175
1730,1.0000,108.2306,0.04175
1731,1.0000,108.2487,0.04176
1732,1.0000,108.2667,0.04176
1733,1.0000,108.2848,0.04176
1734,1.0000,108.3028,0.04177
1735,1.0000,108.3209,0.04177
1736,1.0000,108.3389,0.04178
1737,1.0000,108.3570,0.04178
1738,1.0000,108.3750,0.04179
1739,1.0000,108.3931,0.04179
1740,1.0000,108.4112,0.04179
1741,1.0000,108.4292,0.04180
1742,1.0000,108.4473,0.04180
1743,1.0000,108.4653,0.04181
1744,1.0000,108.4833,0.04181
1745,1.0000,108.5014,0.04181
1746,1.0000,108.5194,0.04182
1747,1.0000,108.5375,0.04182
1748,1.0000,108.5555,0.04183
1749,1.0000,108.5736,0.04183
1750,1.0000,108.5916,0.04183
1751,1.0000,108.6097,0.04184
1752,1.0000,108.6277,0.04184
1753,1.0000,108.6457,0.04185
1754,1.0000,108.6638,0.04185
1755,1.0000,108.6818,0.04185
1756,1.0000,108.6998,0.04186
1757,1.0000,108.7179,0.04186
1758,1.0000,108.7359,0.04187
1759,1.0000,108.7539,0.04187
1760,1.0000,108.7720,0.04188
1761,1.0000,108.7900,0.04188
1762,1.0000,108.8080,0.04188
1763,1.0000,108.8261,0.04189
1764,1.0000,108.8441,0.04189
1765,1.0000,108.8621,0.04190
1766,1.0000,108.8801,0.04190
1767,1.0000,108.8982,0.04190
1768,1.0000,108.9162,0.04191
1769,1.0000,108.9342,0.04191
1770,1.0000,108.9522,0.04192
1771,1.0000,108.9702,0.04192
1772,1.0000,108.9883,0.04192
1773,1.0000,109.0063,0.04193
1774,1.0000,109.0243,0.04193
1775,1.0000,109.0423,0.04194
1776,1.0000,109.0603,0.04194
1777,1.0000,109.0783,0.04194
1778,1.0000,109.0963,0.04195
1779,1.0000,109.1144,0.04195
1780,1.0000,109.1324,0.04196
1781,1.0000,109.1504,0.04196
1782,1.0000,109.1684,0.04196
1783,1.0000,109.1864,0.04197
1784,1.0000,109.2044,0.04197
1785,1.0000,109.2224,0.04198
1786,1.0000,109.2404,0.04198
1787,1.0000,109.2584,0.04198
1788,1.0000,109.2764,0.04199
1789,1.0000,109.2944,0.04199
1790,1.0000,109.3124,0.04200
1791,1.0000,109.3304,0.04200
1792,1.0000,109.3484,0.04200
1793,1.0000,109.3664,0.04201
1794,1.0000,109.3843,0.04201
1795,1.0000,109.4023,0.04202
1796,1.0000,109.4203,0.04202
1797,1.0000,109.4383,0.04202
1798,1.0000,109.4563,0.04203
1799,1.0000,109.4743,0.04203
1800,1.0000,109.4923,0.04204
1801,1.0000,109.5102,0.04204
1802,1.0000,109.5282,0.04204
1803,1.0000,109.5462,0.04205
1804,1.0000,109.5642,0.04205
1805,1.0000,109.5822,0.04206
1806,1.0000,109.6001,0.04206
1807,1.0000,109.6181,0.04206
1808,1.0000,109.6361,0.04207
1809,1.0000,109.6540,0.04207
1810,1.0000,109.6720,0.04208
1811,1.0000,109.6900,0.04208
1812,1.0000,109.7079,0.04208
1813,1.0000,109.7259,0.04209
1814,1.0000,109.7439,0.04209
1815,1.0000,109.7618,0.04210
1816,1.0000,109.7798,0.04210
1817,1.0000,109.7978,0.04210
1818,1.0000,109.8157,0.04211
1819,1.0000,109.8337,0.04211
1820,1.0000,109.8516,0.04212
1821,1.0000,109.8696,0.04212
1822,1.0000,109.8875,0.04212
1823,1.0000,109.9055,0.04213
1824,1.0000,109.9234,0.04213
1825,1.0000,109.9414,0.04214
1826,1.0000,109.9593,0.04214
1827,1.0000,109.9773,0.04214
1828,1.0000,109.9952,0.04215
1829,1.0000,110.0131,0.04215
1830,1.0000,110.0311,0.04216
1831,1.0000,110.0490,0.04216
1832,1.0000,110.0669,0.04216
1833,1.0000,110.0849,0.04217
1834,1.0000,110.1028,0.04217
1835,1.0000,110.1207,0.04218
1836,1.0000,110.1387,0.04218
1837,1.0000,110.1566,0.04218
1838,1.0000,110.1745,0.04219
1839,1.0000,110.1924,0.04219
1840,1.0000,110.2104,0.04220
1841,1.0000,110.2283,0.04220
1842,1.0000,110.2462,0.04220
1843,1.0000,110.2641,0.04221
1844,1.0000,110.2820,0.04221
1845,1.0000,110.3000,0.04222
1846,1.0000,110.3179,0.04222
1847,1.0000,110.3358,0.04222
1848,1.0000,110.3537,0.04223
1849,1.0000,110.3716,0.04223
1850,1.0000,110.3895,0.04223
1851,1.0000,110.4074,0.04224
1852,1.0000,110.4253,0.04224
1853,1.0000,110.4432,0.04225
1854,1.0000,110.4611,0.04225
1855,1.0000,110.4790,0.04225
1856,1.0000,110.2647,0.04164
1887,1.0000,110.8006,0.04172
1917,1.0000,111.3338,0.04180
1948,1.0000,111.8636,0.04187
1978,1.0000,112.3895,0.04195
2009,1.0000,112.9110,0.04203
2039,1.0000,113.4280,0.04211
2069,1.0000,113.9410,0.04218
2100,1.0000,114.4500,0.04226
2130,1.0000,114.9547,0.04234
2161,1.0000,115.4549,0.04241
2191,1.0000,115.9509,0.04249
2222,1.0000,116.4432,0.04257
2252,1.0000,116.9325,0.04264
2283,1.0000,117.4196,0.04272
2313,1.0000,117.9046,0.04280
2343,1.0000,118.3880,0.04287
2374,1.0000,118.8700,0.04295
2404,1.0000,119.3508,0.04303
2435,1.0000,119.8303,0.04311
2465,1.0000,120.3085,0.04318
2496,1.0000,120.7853,0.04326
2526,1.0000,121.2604,0.04334
2556,1.0000,121.7338,0.04342
2587,1.0000,122.2053,0.04350
2617,1.0000,122.6750,0.04358
2648,1.0000,123.1429,0.04366
2678,1.0000,123.6092,0.04374
2709,1.0000,124.0736,0.04382
2739,1.0000,124.5361,0.04390
2770,1.0000,124.9964,0.04398
2800,1.0000,125.4545,0.04406
2830,1.0000,125.9104,0.04414
2861,1.0000,126.3640,0.04422
2891,1.0000,126.8156,0.04430
2922,1.0000,127.2651,0.04438
2952,1.0000,127.7129,0.04446
2983,1.0000,128.1590,0.04454
3013,1.0000,128.6034,0.04462
3044,1.0000,129.0466,0.04470
3074,1.0000,129.4887,0.04478
3104,1.0000,129.9300,0.04487
3135,1.0000,130.3705,0.04495
3165,1.0000,130.8103,0.04503
3196,1.0000,131.2495,0.04511
3226,1.0000,131.6884,0.04519
3257,1.0000,132.1269,0.04527
3287,1.0000,132.5652,0.04535
3317,1.0000,133.0031,0.04543
3348,1.0000,133.4404,0.04551
3378,1.0000,133.8770,0.04559
3409,1.0000,134.3130,0.04566
3439,1.0000,134.7483,0.04574
3470,1.0000,135.1829,0.04582
3500,1.0000,135.6168,0.04589
3531,1.0000,136.0501,0.04597
3561,1.0000,136.4829,0.04604
3591,1.0000,136.9153,0.04612
3622,1.0000,137.3474,0.04619
3652,1.0000,137.7795,0.04626
3683,1.0000,138.2119,0.04633
3713,1.0000,138.6452,0.04640
3744,1.0000,139.0797,0.04647
3774,1.0000,139.5158,0.04654
3805,1.0000,139.9540,0.04661
3835,1.0000,140.3948,0.04667
3865,1.0000,140.8387,0.04674
3896,1.0000,141.2859,0.04680
3926,1.0000,141.7368,0.04686
3957,1.0000,142.1916,0.04692
3987,1.0000,142.6501,0.04698
4018,1.0000,143.1126,0.04703
4048,1.0000,143.5795,0.04709
4078,1.0000,144.0511,0.04714
4109,1.0000,144.5276,0.04719
4139,1.0000,145.0093,0.04723
4170,1.0000,145.4964,0.04728
4200,1.0000,145.9891,0.04732
4231,1.0000,146.4878,0.04736
4261,1.0000,146.9927,0.04740
4292,1.0000,147.5041,0.04744
4322,1.0000,148.0224,0.04747
4352,1.0000,148.5478,0.04750
4383,1.0000,149.0807,0.04753
4413,1.0000,149.6212,0.04755
4444,1.0000,150.1694,0.04758
4474,1.0000,150.7256,0.04759
4505,1.0000,151.2899,0.04761
4535,1.0000,151.8623,0.04762
4566,1.0000,152.4425,0.04763
4596,1.0000,153.0298,0.04763
4626,1.0000,153.6234,0.04764
4657,1.0000,154.2223,0.04763
4687,1.0000,154.8258,0.04763
4718,1.0000,155.4329,0.04762
4748,1.0000,156.0426,0.04760
4779,1.0000,156.6539,0.04758
4809,1.0000,157.2660,0.04756
4839,1.0000,157.8775,0.04754
4870,1.0000,158.4871,0.04751
4900,1.0000,159.0937,0.04747
4931,1.0000,159.6962,0.04744
4961,1.0000,160.2939,0.04740
4992,1.0000,160.8861,0.04735
5022,1.0000,161.4720,0.04730
5053,1.0000,162.0505,0.04725
5083,1.0000,162.6207,0.04720
5113,1.0000,163.1816,0.04714
5144,1.0000,163.7321,0.04707
5174,1.0000,164.2717,0.04701
5205,1.0000,164.7994,0.04694
5235,1.0000,165.3145,0.04687
5266,1.0000,165.8165,0.04679
5296,1.0000,166.3050,0.04671
5327,1.0000,166.7799,0.04663
5357,1.0000,167.2415,0.04655
5387,1.0000,167.6899,0.04646
5418,1.0000,168.1255,0.04637
5448,1.0000,168.5482,0.04628
5479,1.0000,168.9580,0.04619
5509,1.0000,169.3549,0.04609
5540,1.0000,169.7389,0.04599
5570,1.0000,170.1099,0.04589
5600,1.0000,170.4680,0.04579
5631,1.0000,170.8136,0.04569
5661,1.0000,171.1468,0.04559
5692,1.0000,171.4680,0.04548
5722,1.0000,171.7773,0.04538
5753,1.0000,172.0748,0.04527
5783,1.0000,172.3606,0.04516
5814,1.0000,172.6345,0.04506
5844,1.0000,172.8967,0.04495
5874,1.0000,173.1470,0.04484
5905,1.0000,173.3856,0.04473
5935,1.0000,173.6126,0.04462
5966,1.0000,173.8280,0.04451
5996,1.0000,174.0321,0.04440
6027,1.0000,174.2251,0.04429
6057,1.0000,174.4071,0.04418
6088,1.0000,174.5784,0.04407
6118,1.0000,174.7392,0.04396
6148,1.0000,174.8896,0.04385
6179,1.0000,175.0301,0.04375
6209,1.0000,175.1609,0.04364
6240,1.0000,175.2824,0.04353
6270,1.0000,175.3951,0.04343
6301,1.0000,175.4995,0.04332
6331,1.0000,175.5959,0.04322
6361,1.0000,175.6850,0.04311
6392,1.0000,175.7672,0.04301
6422,1.0000,175.8432,0.04291
6453,1.0000,175.9133,0.04281
6483,1.0000,175.9781,0.04271
6514,1.0000,176.0380,0.04261
6544,1.0000,176.0935,0.04251
6575,1.0000,176.1449,0.04241
6605,1.0000,176.1925,0.04232
6635,1.0000,176.2368,0.04222
6666,1.0000,176.2779,0.04213
6696,1.0000,176.3162,0.04204
6727,1.0000,176.3518,0.04195
6757,1.0000,176.3851,0.04185
6788,1.0000,176.4162,0.04177
6818,1.0000,176.4453,0.04168
6849,1.0000,176.4724,0.04159
6879,1.0000,176.4976,0.04150
6909,1.0000,176.5211,0.04142
6940,1.0000,176.5432,0.04134
