x,L,M,S
1609,1.0000,105.5374,0.04258
1610,1.0000,105.5559,0.04258
1611,1.0000,105.5744,0.04259
1612,1.0000,105.5929,0.04259
1613,1.0000,105.6114,0.04259
1614,1.0000,105.6299,0.04260
1615,1.0000,105.6483,0.04260
1616,1.0000,105.6668,0.04261
1617,1.0000,105.6853,0.04261
1618,1.0000,105.7037,0.04262
1619,1.0000,105.7222,0.04262
1620,1.0000,105.7406,0.04262
1621,1.0000,105.7591,0.04263
1622,1.0000,105.7775,0.04263
1623,1.0000,105.7960,0.04264
1624,1.0000,105.8144,0.04264
1625,1.0000,105.8328,0.04264
1626,1.0000,105.8512,0.04265
1627,1.0000,105.8696,0.04265
1628,1.0000,105.8880,0.04266
1629,1.0000,105.9064,0.04266
1630,1.0000,105.9248,0.04267
1631,1.0000,105.9432,0.04267
1632,1.0000,105.9616,0.04267
1633,1.0000,105.9800,0.04268
1634,1.0000,105.9983,0.04268
1635,1.0000,106.0167,0.04269
1636,1.0000,106.0351,0.04269
1637,1.0000,106.0534,0.04270
1638,1.0000,106.0718,0.04270
1639,1.0000,106.0901,0.04270
1640,1.0000,106.1084,0.04271
1641,1.0000,106.1268,0.04271
1642,1.0000,106.1451,0.04272
1643,1.0000,106.1634,0.04272
1644,1.0000,106.1817,0.04272
1645,1.0000,106.2000,0.04273
1646,1.0000,106.2183,0.04273
1647,1.0000,106.2366,0.04274
1648,1.0000,106.2549,0.04274
1649,1.0000,106.2732,0.04275
1650,1.0000,106.2915,0.04275
1651,1.0000,106.3097,0.04275
1652,1.0000,106.3280,0.04276
1653,1.0000,106.3463,0.04276
1654,1.0000,106.3645,0.04277
1655,1.0000,106.3828,0.04277
1656,1.0000,106.4010,0.04277
1657,1.0000,106.4192,0.04278
1658,1.0000,106.4375,0.04278
1659,1.0000,106.4557,0.04279
1660,1.0000,106.4739,0.04279
1661,1.0000,106.4921,0.04280
1662,1.0000,106.5103,0.04280
1663,1.0000,106.5285,0.04280
1664,1.0000,106.5467,0.04281
1665,1.0000,106.5649,0.04281
1666,1.0000,106.5831,0.04282
1667,1.0000,106.6013,0.04282
1668,1.0000,106.6195,0.04282
1669,1.0000,106.6376,0.04283
1670,1.0000,106.6558,0.04283
1671,1.0000,106.6739,0.04284
1672,1.0000,106.6921,0.04284
1673,1.0000,106.7102,0.04285
1674,1.0000,106.7284,0.04285
1675,1.0000,106.7465,0.04285
1676,1.0000,106.7646,0.04286
1677,1.0000,106.7828,0.04286
1678,1.0000,106.8009,0.04287
1679,1.0000,106.8190,0.04287
1680,1.0000,106.8371,0.04287
1681,1.0000,106.8552,0.04288
1682,1.0000,106.8733,0.04288
1683,1.0000,106.8914,0.04289
1684,1.0000,106.9094,0.04289
1685,1.0000,106.9275,0.04289
1686,1.0000,106.9456,0.04290
1687,1.0000,106.9636,0.04290
1688,1.0000,106.9817,0.04291
1689,1.0000,106.9998,0.04291
1690,1.0000,107.0178,0.04292
1691,1.0000,107.0358,0.04292
1692,1.0000,107.0539,0.04292
1693,1.0000,107.0719,0.04293
1694,1.0000,107.0899,0.04293
1695,1.0000,107.1079,0.04294
1696,1.0000,107.1260,0.04294
1697,1.0000,107.1440,0.04294
1698,1.0000,107.1620,0.04295
1699,1.0000,107.1799,0.04295
1700,1.0000,107.1979,0.04296
1701,1.0000,107.2159,0.04296
1702,1.0000,107.2339,0.04296
1703,1.0000,107.2519,0.04297
1704,1.0000,107.2698,0.04297
1705,1.0000,107.2878,0.04298
1706,1.0000,107.3057,0.04298
1707,1.0000,107.3237,0.04299
1708,1.0000,107.3416,0.04299
1709,1.0000,107.3596,0.04299
1710,1.0000,107.3775,0.04300
1711,1.0000,107.3954,0.04300
1712,1.0000,107.4133,0.04301
1713,1.0000,107.4312,0.04301
1714,1.0000,107.4492,0.04301
1715,1.0000,107.4671,0.04302
1716,1.0000,107.4849,0.04302
1717,1.0000,107.5028,0.04303
1718,1.0000,107.5207,0.04303
1719,1.0000,107.5386,0.04303
1720,1.0000,107.5565,0.04304
1721,1.0000,107.5743,0.04304
1722,1.0000,107.5922,0.04305
1723,1.0000,107.6100,0.04305
1724,1.0000,107.6279,0.04305
1725,1.0000,107.6457,0.04306
1726,1.0000,107.6636,0.04306
1727,1.0000,107.6814,0.04307
1728,1.0000,107.6992,0.04307
1729,1.0000,107.7170,0.04308
1730,1.0000,107.7349,0.04308
1731,1.0000,107.7527,0.04308
1732,1.0000,107.7705,0.04309
1733,1.0000,107.7883,0.04309
1734,1.0000,107.8060,0.04310
1735,1.0000,107.8238,0.04310
1736,1.0000,107.8416,0.04310
1737,1.0000,107.8594,0.04311
1738,1.0000,107.8772,0.04311
1739,1.0000,107.8949,0.04312
1740,1.0000,107.9127,0.04312
1741,1.0000,107.9304,0.04312
1742,1.0000,107.9482,0.04313
1743,1.0000,107.9659,0.04313
1744,1.0000,107.9836,0.04314
1745,1.0000,108.0014,0.04314
1746,1.0000,108.0191,0.04314
1747,1.0000,108.0368,0.04315
1748,1.0000,108.0545,0.04315
1749,1.0000,108.0722,0.04316
1750,1.0000,108.0899,0.04316
1751,1.0000,108.1076,0.04316
1752,1.0000,108.1253,0.04317
1753,1.0000,108.1430,0.04317
1754,1.0000,108.1607,0.04318
1755,1.0000,108.1783,0.04318
1756,1.0000,108.1960,0.04318
1757,1.0000,108.2137,0.04319
1758,1.0000,108.2313,0.04319
1759,1.0000,108.2490,0.04320
1760,1.0000,108.2666,0.04320
1761,1.0000,108.2842,0.04321
1762,1.0000,108.3019,0.04321
1763,1.0000,108.3195,0.04321
1764,1.0000,108.3371,0.04322
1765,1.0000,108.3547,0.04322
1766,1.0000,108.3723,0.04323
1767,1.0000,108.3899,0.04323
1768,1.0000,108.4075,0.04323
1769,1.0000,108.4251,0.04324
1770,1.0000,108.4427,0.04324
1771,1.0000,108.4603,0.04325
1772,1.0000,108.4779,0.04325
1773,1.0000,108.4954,0.04325
1774,1.0000,108.5130,0.04326
1775,1.0000,108.5306,0.04326
1776,1.0000,108.5481,0.04327
1777,1.0000,108.5657,0.04327
1778,1.0000,108.5832,0.04327
1779,1.0000,108.6008,0.04328
1780,1.0000,108.6183,0.04328
1781,1.0000,108.6358,0.04329
1782,1.0000,108.6533,0.04329
1783,1.0000,108.6709,0.04329
1784,1.0000,108.6884,0.04330
1785,1.0000,108.7059,0.04330
1786,1.0000,108.7234,0.04331
1787,1.0000,108.7409,0.04331
1788,1.0000,108.7583,0.04331
1789,1.0000,108.7758,0.04332
1790,1.0000,108.7933,0.04332
1791,1.0000,108.8108,0.04333
1792,1.0000,108.8282,0.04333
1793,1.0000,108.8457,0.04333
1794,1.0000,108.8632,0.04334
1795,1.0000,108.8806,0.04334
1796,1.0000,108.8981,0.04335
1797,1.0000,108.9155,0.04335
1798,1.0000,108.9329,0.04335
1799,1.0000,108.9504,0.04336
1800,1.0000,108.9678,0.04336
1801,1.0000,108.9852,0.04337
1802,1.0000,109.0026,0.04337
1803,1.0000,109.0200,0.04337
1804,1.0000,109.0374,0.04338
1805,1.0000,109.0548,0.04338
1806,1.0000,109.0722,0.04339
1807,1.0000,109.0896,0.04339
1808,1.0000,109.1070,0.04339
1809,1.0000,109.1244,0.04340
1810,1.0000,109.1417,0.04340
1811,1.0000,109.1591,0.04341
1812,1.0000,109.1764,0.04341
1813,1.0000,109.1938,0.04341
1814,1.0000,109.2112,0.04342
1815,1.0000,109.2285,0.04342
1816,1.0000,109.2458,0.04343
1817,1.0000,109.2632,0.04343
1818,1.0000,109.2805,0.04343
1819,1.0000,109.2978,0.04344
1820,1.0000,109.3151,0.04344
1821,1.0000,109.3324,0.04345
1822,1.0000,109.3498,0.04345
1823,1.0000,109.3671,0.04345
1824,1.0000,109.3844,0.04346
1825,1.0000,109.4016,0.04346
1826,1.0000,109.4189,0.04346
1827,1.0000,109.4362,0.04347
1828,1.0000,109.4535,0.04347
1829,1.0000,109.4708,0.04348
1830,1.0000,109.4880,0.04348
1831,1.0000,109.5053,0.04348
1832,1.0000,109.5225,0.04349
1833,1.0000,109.5398,0.04349
1834,1.0000,109.5570,0.04350
1835,1.0000,109.5743,0.04350
1836,1.0000,109.5915,0.04350
1837,1.0000,109.6088,0.04351
1838,1.0000,109.6260,0.04351
1839,1.0000,109.6432,0.04352
1840,1.0000,109.6604,0.04352
1841,1.0000,109.6776,0.04352
1842,1.0000,109.6948,0.04353
1843,1.0000,109.7120,0.04353
1844,1.0000,109.7292,0.04354
1845,1.0000,109.7464,0.04354
1846,1.0000,109.7636,0.04354
1847,1.0000,109.7808,0.04355
1848,1.0000,109.7980,0.04355
1849,1.0000,109.8151,0.04356
1850,1.0000,109.8323,0.04356
1851,1.0000,109.8494,0.04356
1852,1.0000,109.8666,0.04357
1853,1.0000,109.8837,0.04357
1854,1.0000,109.9009,0.04358
1855,1.0000,109.9180,0.04358
1856,1.0000,109.6016,0.04355
1887,1.0000,110.1258,0.04364
1917,1.0000,110.6451,0.04373
1948,1.0000,111.1596,0.04382
1978,1.0000,111.6696,0.04390
2009,1.0000,112.1753,0.04399
2039,1.0000,112.6767,0.04407
2069,1.0000,113.1740,0.04415
2100,1.0000,113.6672,0.04423
2130,1.0000,114.1565,0.04431
2161,1.0000,114.6421,0.04439
2191,1.0000,115.1244,0.04447
2222,1.0000,115.6039,0.04454
2252,1.0000,116.0812,0.04461
2283,1.0000,116.5568,0.04469
2313,1.0000,117.0311,0.04475
2343,1.0000,117.5044,0.04482
2374,1.0000,117.9769,0.04489
2404,1.0000,118.4489,0.04495
2435,1.0000,118.9208,0.04502
2465,1.0000,119.3926,0.04508
2496,1.0000,119.8648,0.04514
2526,1.0000,120.3374,0.04520
2556,1.0000,120.8105,0.04525
2587,1.0000,121.2843,0.04531
2617,1.0000,121.7587,0.04536
2648,1.0000,122.2338,0.04542
2678,1.0000,122.7098,0.04547
2709,1.0000,123.1868,0.04551
2739,1.0000,123.6646,0.04556
2770,1.0000,124.1435,0.04561
2800,1.0000,124.6234,0.04565
2830,1.0000,125.1045,0.04569
2861,1.0000,125.5869,0.04573
2891,1.0000,126.0706,0.04577
2922,1.0000,126.5558,0.04581
2952,1.0000,127.0424,0.04585
2983,1.0000,127.5304,0.04588
3013,1.0000,128.0199,0.04591
3044,1.0000,128.5109,0.04594
3074,1.0000,129.0035,0.04597
3104,1.0000,129.4975,0.04600
3135,1.0000,129.9932,0.04602
3165,1.0000,130.4904,0.04604
3196,1.0000,130.9891,0.04607
3226,1.0000,131.4895,0.04608
3257,1.0000,131.9912,0.04610
3287,1.0000,132.4944,0.04612
3317,1.0000,132.9989,0.04613
3348,1.0000,133.5046,0.04614
3378,1.0000,134.0118,0.04615
3409,1.0000,134.5202,0.04616
3439,1.0000,135.0299,0.04616
3470,1.0000,135.5410,0.04617
3500,1.0000,136.0533,0.04617
3531,1.0000,136.5670,0.04616
3561,1.0000,137.0821,0.04616
3591,1.0000,137.5987,0.04616
3622,1.0000,138.1167,0.04615
3652,1.0000,138.6363,0.04614
3683,1.0000,139.1575,0.04612
3713,1.0000,139.6803,0.04611
3744,1.0000,140.2049,0.04609
3774,1.0000,140.7313,0.04607
3805,1.0000,141.2594,0.04605
3835,1.0000,141.7892,0.04603
3865,1.0000,142.3206,0.04600
3896,1.0000,142.8534,0.04597
3926,1.0000,143.3874,0.04594
3957,1.0000,143.9222,0.04591
3987,1.0000,144.4575,0.04588
4018,1.0000,144.9929,0.04584
4048,1.0000,145.5280,0.04580
4078,1.0000,146.0622,0.04576
4109,1.0000,146.5951,0.04571
4139,1.0000,147.1262,0.04567
4170,1.0000,147.6548,0.04562
4200,1.0000,148.1804,0.04557
4231,1.0000,148.7023,0.04552
4261,1.0000,149.2197,0.04546
4292,1.0000,149.7322,0.04541
4322,1.0000,150.2390,0.04535
4352,1.0000,150.7394,0.04529
4383,1.0000,151.2327,0.04523
4413,1.0000,151.7182,0.04516
4444,1.0000,152.1951,0.04510
4474,1.0000,152.6628,0.04503
4505,1.0000,153.1206,0.04497
4535,1.0000,153.5678,0.04490
4566,1.0000,154.0041,0.04483
4596,1.0000,154.4290,0.04476
4626,1.0000,154.8423,0.04468
4657,1.0000,155.2437,0.04461
4687,1.0000,155.6330,0.04454
4718,1.0000,156.0101,0.04446
4748,1.0000,156.3748,0.04439
4779,1.0000,156.7269,0.04431
4809,1.0000,157.0666,0.04423
4839,1.0000,157.3936,0.04415
4870,1.0000,157.7082,0.04408
4900,1.0000,158.0102,0.04400
4931,1.0000,158.2997,0.04392
4961,1.0000,158.5771,0.04384
4992,1.0000,158.8425,0.04376
5022,1.0000,159.0961,0.04369
5053,1.0000,159.3382,0.04361
5083,1.0000,159.5691,0.04353
5113,1.0000,159.7890,0.04345
5144,1.0000,159.9983,0.04337
5174,1.0000,160.1971,0.04330
5205,1.0000,160.3857,0.04322
5235,1.0000,160.5643,0.04314
5266,1.0000,160.7332,0.04307
5296,1.0000,160.8927,0.04299
5327,1.0000,161.0430,0.04292
5357,1.0000,161.1845,0.04284
5387,1.0000,161.3176,0.04277
5418,1.0000,161.4425,0.04270
5448,1.0000,161.5596,0.04263
5479,1.0000,161.6692,0.04255
5509,1.0000,161.7717,0.04248
5540,1.0000,161.8673,0.04241
5570,1.0000,161.9564,0.04235
5600,1.0000,162.0393,0.04228
5631,1.0000,162.1164,0.04221
5661,1.0000,162.1880,0.04214
5692,1.0000,162.2542,0.04208
5722,1.0000,162.3154,0.04201
5753,1.0000,162.3719,0.04195
5783,1.0000,162.4239,0.04189
5814,1.0000,162.4717,0.04182
5844,1.0000,162.5156,0.04176
5874,1.0000,162.5560,0.04170
5905,1.0000,162.5933,0.04164
5935,1.0000,162.6276,0.04158
5966,1.0000,162.6594,0.04152
5996,1.0000,162.6890,0.04147
6027,1.0000,162.7165,0.04141
6057,1.0000,162.7425,0.04136
6088,1.0000,162.7670,0.04130
6118,1.0000,162.7904,0.04125
6148,1.0000,162.8126,0.04119
6179,1.0000,162.8340,0.04114
6209,1.0000,162.8545,0.04109
6240,1.0000,162.8743,0.04104
6270,1.0000,162.8935,0.04099
6301,1.0000,162.9120,0.04094
6331,1.0000,162.9300,0.04089
6361,1.0000,162.9476,0.04084
6392,1.0000,162.9649,0.04080
6422,1.0000,162.9817,0.04075
6453,1.0000,162.9983,0.04071
6483,1.0000,163.0144,0.04066
6514,1.0000,163.0300,0.04062
6544,1.0000,163.0451,0.04058
6575,1.0000,163.0595,0.04053
6605,1.0000,163.0733,0.04049
6635,1.0000,163.0862,0.04045
6666,1.0000,163.0982,0.04041
6696,1.0000,163.1092,0.04037
6727,1.0000,163.1192,0.04034
6757,1.0000,163.1279,0.04030
6788,1.0000,163.1355,0.04026
6818,1.0000,163.1418,0.04023
6849,1.0000,163.1469,0.04019
6879,1.0000,163.1508,0.04016
6909,1.0000,163.1534,0.04012
6940,1.0000,163.1548,0.04009
